단축코드,한글종목약명,기초지수명,기초시장분류,기초자산분류,총보수,TER,실부담비용률,과세유형,표준코드,펀드코드
449690,TIGER 한중반도체(합성),KRX CSI 한·중 반도체지수,국내&해외,주식,0.3500,0.4000,0.4000,배당소득세(보유기간과세),KR7449690007,K55301DZ0994
449680,TIGER 한중전기차(합성),KRX CSI 한·중 전기차지수,국내&해외,주식,0.3500,0.4000,0.4000,배당소득세(보유기간과세),KR7449680008,K55301DZ1141
143860,TIGER 헬스케어,KRX 헬스케어,국내,주식,0.4000,0.4200,0.4571,비과세,KR7143860005,KR5225A46670
138540,TIGER 현대차그룹+펀더멘털,MKF 현대차그룹+ FW,국내,주식,0.1500,0.2000,0.2381,비과세,KR7138540000,KR5225A04034
228790,TIGER 화장품,WISE 화장품 지수,국내,주식,0.5000,0.5500,0.6429,비과세,KR7228790002,K55301B73766
394670,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),Solactive Global Lithium 지수(Net Total Return),해외,주식,0.4900,0.5600,0.5860,배당소득세(보유기간과세),KR7394670004,K55301DJ6520
394660,TIGER 글로벌자율주행&전기차SOLACTIVE,Solactive Autonomous & Electric Vehicles 지수(Net Total Return),해외,주식,0.4900,0.5600,0.5969,배당소득세(보유기간과세),KR7394660005,K55301DJ6538
276000,TIGER 글로벌자원생산기업(합성 H),MorningStar Global Upstream Resources Index(PR),해외,주식,0.4000,0.4900,0.4961,배당소득세(보유기간과세),KR7276000007,K55301BS2827
449170,TIGER KOFR금리액티브(합성),KOFR 지수,국내,기타,0.0300,0.0400,0.0410,배당소득세(보유기간과세),KR7449170000,K55301DY1209
458750,TIGER 미국배당다우존스타겟커버드콜1호,DowJones U.S. Dividend 100 3% Premium Covered Call 지수 (TR),해외,주식,0.3900,0.5100,0.6268,배당소득세(보유기간과세),KR7458750007,K55301E27642
471780,TIGER 코리아테크액티브,KRX 정보기술,국내,주식,0.7700,0.7900,0.9143,배당소득세(보유기간과세),KR7471780007,K55301E68232
139260,TIGER 200 IT,코스피 200 정보기술,국내,주식,0.4000,0.4300,0.4723,비과세,KR7139260004,KR5225A18067
139220,TIGER 200 건설,코스피 200 건설,국내,주식,0.4000,0.4400,0.4825,비과세,KR7139220008,KR5225A18018
139290,TIGER 200 경기소비재,코스피 200 경기소비재,국내,주식,0.4000,0.4400,0.4796,비과세,KR7139290001,KR5225A18026
139270,TIGER 200 금융,코스피 200 금융,국내,주식,0.4000,0.4400,0.4490,비과세,KR7139270003,KR5225A18034
139250,TIGER 200 에너지화학,코스피 200 에너지/화학,국내,주식,0.3400,0.4400,0.4644,비과세,KR7139250005,KR5225A18042
139230,TIGER 200 중공업,코스피 200 중공업,국내,주식,0.3400,0.4400,0.4690,비과세,KR7139230007,KR5225A18083
139240,TIGER 200 철강소재,코스피 200 철강/소재,국내,주식,0.3400,0.4400,0.5169,비과세,KR7139240006,KR5225A18091
289480,TIGER 200커버드콜,코스피 200 커버드콜 ATM 지수,국내,주식,0.3800,0.4100,0.4987,배당소득세(보유기간과세),KR7289480006,K55301C25806
228820,TIGER KTOP30,KTOP 30,국내,주식,0.2100,0.2900,0.2953,비과세,KR7228820007,K55301B73618
225060,TIGER 이머징마켓MSCI레버리지(합성 H),MSCI EM Index,해외,주식,0.5800,0.6500,0.6718,배당소득세(보유기간과세),KR7225060003,K55301B52703
182480,TIGER 미국MSCI리츠(합성 H),MSCI US REIT Index,해외,부동산,0.2400,0.3600,0.3926,배당소득세(분리과세부동산ETF),KR7182480004,KR5301AJ8059
225040,TIGER 미국S&P500레버리지(합성 H),S&P 500,해외,주식,0.2700,0.3200,0.3381,배당소득세(보유기간과세),KR7225040005,K55301B52687
225030,TIGER 미국S&P500선물인버스(H),S&P 500 Futures Total Return Index,해외,주식,0.5900,0.6700,0.7104,배당소득세(보유기간과세),KR7225030006,K55301B52679
451530,TIGER 국고채30년스트립액티브,KIS STRIP 30Y Index(총수익지수),국내,채권,0.1500,0.1800,0.1846,배당소득세(보유기간과세),KR7451530000,K55301DZ7882
491010,TIGER 글로벌AI전력인프라액티브,Mirae Asset AI Infrastructure 지수(Net Total Return),해외,주식,0.4900,0.5600,0.8407,배당소득세(보유기간과세),KR7491010005,K55301EE3190
203780,TIGER 미국나스닥바이오,NASDAQ Biotechnology 지수(시장가격지수),해외,주식,0.3000,0.6600,0.7714,배당소득세(해외주식투자전용ETF),KR7203780002,KR5301AT7943
182490,TIGER 단기선진하이일드(합성 H),Markit iBoxx USD Liquid High Yield 0-5 year 지수,해외,채권,0.2400,0.2900,0.2974,배당소득세(보유기간과세),KR7182490003,KR5301AK4675
174350,TIGER 로우볼,FnGuide Low Vol 지수,국내,주식,0.4000,0.4600,0.5563,비과세,KR7174350009,KR5301AH8119
476550,TIGER 미국30년국채커버드콜액티브(H),KEDI 미국채30년 위클리 커버드콜30 지수(Total Return),해외,채권,0.3900,0.4700,0.9114,배당소득세(보유기간과세),KR7476550009,K55301E88107
482730,TIGER 미국S&P500타겟데일리커버드콜,S&P500 10% Daily Premium Covered Call Index(TR),해외,주식,0.2500,0.3700,0.5457,배당소득세(보유기간과세),KR7482730009,K55301EB0231
486290,TIGER 미국나스닥100타겟데일리커버드콜,NASDAQ 100 Daily Covered Call Target Premium 15% 지수(TR),해외,주식,0.2500,0.3400,0.4886,배당소득세(보유기간과세),KR7486290000,K55301EB5578
474220,TIGER 미국테크TOP10타겟커버드콜,Bloomberg U.S. Tech Top10+10% Premium Covered Call Index,해외,주식,0.5000,0.6200,0.7880,배당소득세(보유기간과세),KR7474220001,K55301E79429
211560,TIGER 배당성장,코스피 배당성장 50,국내,주식,0.1150,0.1800,0.2473,비과세,KR7211560008,KR5301AX7368
472150,TIGER 배당커버드콜액티브,코스피 200 커버드콜 5% OTM,국내,주식,0.5000,0.5100,0.5459,배당소득세(보유기간과세),KR7472150002,K55301DY9046
217770,TIGER 원유선물인버스(H),S&P GSCI Crude Oil Index ER,해외,원자재,0.6900,0.7600,0.9613,배당소득세(보유기간과세),KR7217770007,K55301B17565
225050,TIGER 유로스탁스레버리지(합성 H),EURO STOXX 50 Index,해외,주식,0.5800,0.6500,0.6909,배당소득세(보유기간과세),KR7225050004,K55301B52695
195930,TIGER 유로스탁스50(합성 H),EURO STOXX 50 Index,해외,주식,0.2400,0.3200,0.3421,배당소득세(보유기간과세),KR7195930003,KR5301AR6038
195920,TIGER 일본TOPIX(합성 H),TOPIX,해외,주식,0.2400,0.2900,0.2955,배당소득세(보유기간과세),KR7195920004,KR5301AR6046
451540,TIGER 종합채권(AA-이상)액티브,KIS 종합채권 AA-이상 총수익 지수(Total return Index),국내,채권,0.0300,0.0500,0.0626,배당소득세(보유기간과세),KR7451540009,K55301DZ7460
217780,TIGER 차이나CSI300인버스(합성),CSI 300 Index,해외,주식,0.5800,0.6600,0.7510,배당소득세(보유기간과세),KR7217780006,K55301B17573
192090,TIGER 차이나CSI300,CSI 300 Index,해외,주식,0.6300,0.9000,1.0397,배당소득세(해외주식투자전용ETF),KR7192090009,KR5301AL9756
210780,TIGER 코스피고배당,코스피 고배당 50,국내,주식,0.2400,0.3200,0.3837,비과세,KR7210780003,KR5301AX7376
423920,TIGER 미국필라델피아반도체레버리지(합성),PHLX Semiconductor Sector Index,해외,주식,0.5800,0.6700,0.7937,배당소득세(보유기간과세),KR7423920008,K55301DS3146
448570,FOCUS AI코리아액티브,코스피,국내,주식,0.4550,0.4900,0.5546,배당소득세(보유기간과세),KR7448570002,K55104DY6843
285690,FOCUS ESG리더스,KRX ESG Leaders 150,국내,주식,0.1000,0.2400,0.2603,비과세,KR7285690004,K55104C03165
292730,FOCUS KRX300,KRX 300,국내,주식,0.1000,0.1900,0.1996,비과세,KR7292730009,K55104C48079
278530,KODEX 200TR,코스피 200 TR,국내,주식,0.0500,0.0800,0.1179,배당소득세(보유기간과세),KR7278530001,K55105BW3843
226980,KODEX 200 중소형,코스피 200 중소형주지수,국내,주식,0.3000,0.3400,0.3958,비과세,KR7226980001,K55105B66492
337160,KODEX 200ESG,코스피 200 ESG 지수,국내,주식,0.0900,0.1300,0.2122,비과세,KR7337160006,K55105CX1894
363580,KODEX 200IT TR,코스피200 정보기술 TR,국내,주식,0.1500,0.1800,0.2204,배당소득세(보유기간과세),KR7363580002,K55105D67108
337150,KODEX 200exTOP,코스피 200 초대형제외 지수,국내,주식,0.3000,0.3300,0.3429,비과세,KR7337150007,K55105CX0532
223190,KODEX 200가치저변동,코스피 200 가치저변동성,국내,주식,0.3000,0.3500,0.4047,비과세,KR7223190000,K55105B39242
252650,KODEX 200동일가중,코스피 200 동일가중지수,국내,주식,0.2500,0.2900,0.3126,비과세,KR7252650007,K55105BG6549
360140,KODEX 200롱코스닥150숏선물,코스피200 롱 100% 코스닥150 숏 100% 선물지수,국내,주식,0.6400,0.6700,0.8702,배당소득세(보유기간과세),KR7360140008,K55105D60632
252670,KODEX 200선물인버스2X,코스피 200 선물지수,국내,주식,0.6400,0.6600,0.9997,배당소득세(보유기간과세),KR7252670005,K55105BG8438
494890,KODEX 200액티브,코스피 200,국내,주식,0.1500,0.1600,0.1622,배당소득세(보유기간과세),KR7494890007,K55105EE6431
498400,KODEX 200타겟위클리커버드콜,코스피 200 타겟 위클리 커버드콜 지수,국내,주식,0.3900,0.4000,0.4308,배당소득세(보유기간과세),KR7498400001,K55105EG3659
476810,KODEX 25-11 은행채(AA-이상)PLUS액티브,"KAP 25-11 은행채 PLUS 지수(AA-이상, 총수익)",국내,채권,0.0900,0.1100,0.1263,배당소득세(보유기간과세),KR7476810007,K55105E86478
467940,KODEX 25-11 회사채(A+이상)액티브,KAP 25-11 회사채 총수익 지수,국내,채권,0.0900,0.1000,0.1000,배당소득세(보유기간과세),KR7467940003,K55105E51431
491080,KODEX 25-12 은행채(AAA)액티브,KAP 25-12 은행채 총수익 지수,국내,채권,0.0500,0.0600,0.0602,배당소득세(보유기간과세),KR7491080008,K55105ED4882
473290,KODEX 26-12 회사채(AA-이상)액티브,KAP 26-12 회사채 총수익 지수(AA-이상),국내,채권,0.0900,0.1000,0.1000,배당소득세(보유기간과세),KR7473290005,K55105E71496
0007F0,KODEX 27-12 회사채(AA-이상)액티브,KAP 27-12 회사채 총수익 지수(AA-이상),국내,채권,0.0900,0.0900,0.0900,배당소득세(보유기간과세),KR70007F0000,K55105EG9086
462330,KODEX 2차전지산업레버리지,FnGuide 2차전지 산업 지수,국내,주식,0.4900,0.6000,1.1732,배당소득세(보유기간과세),KR7462330002,K55105E32308
305720,KODEX 2차전지산업,FnGuide 2차전지 산업 지수,국내,주식,0.4500,0.5500,0.6185,비과세,KR7305720005,K55105CD4207
461950,KODEX 2차전지핵심소재10,FnGuide 2차전지핵심소재10 지수,국내,주식,0.3900,0.4900,0.5333,비과세,KR7461950008,K55105E32290
457690,KODEX 33-06 국고채액티브,KAP 33-06 국고채 총수익 지수,국내,채권,0.1500,0.1700,0.1700,배당소득세(보유기간과세),KR7457690006,K55105E17036
271060,KODEX 3대농산물선물(H),S&P GSCI Grains Select Index ER,해외,원자재,0.5500,0.6000,0.8432,배당소득세(보유기간과세),KR7271060006,K55105BP4386
457700,KODEX 53-09 국고채액티브,KAP 53-09 국고채 총수익 지수,국내,채권,0.1500,0.1600,0.1600,배당소득세(보유기간과세),KR7457700003,K55105E17044
395160,KODEX AI반도체,FnGuide AI반도체지수,국내,주식,0.4500,0.5100,0.5715,비과세,KR7395160005,K55105DI5372
471990,KODEX AI반도체핵심장비,iSelect AI 반도체핵심장비 지수,국내,주식,0.3900,0.4400,0.5682,비과세,KR7471990002,K55105E71488
487240,KODEX AI전력핵심설비,iSelect AI 전력핵심설비 지수(Price Return),국내,주식,0.3900,0.4400,0.4828,비과세,KR7487240004,K55105EC1749
481050,KODEX CD1년금리플러스액티브(합성),KAP 1년은행 CD+추가금리 지수(총수익지수),국내,기타,0.0500,0.0600,0.0608,배당소득세(보유기간과세),KR7481050003,K55105E94878
459580,KODEX CD금리액티브(합성),KAP 양도성예금증서(CD)금리지수(총수익지수),국내,기타,0.0200,0.0300,0.0408,배당소득세(보유기간과세),KR7459580007,K55105E24776
439860,KODEX ESG종합채권(A-이상)액티브,"KAP ESG 종합채권지수(A- 이상, 총수익)",국내,채권,0.0700,0.0900,0.1015,배당소득세(보유기간과세),KR7439860008,K55105DR2899
266370,KODEX IT,KRX 정보기술,국내,주식,0.4500,0.4600,0.5025,비과세,KR7266370006,K55105BM5634
368680,KODEX K-뉴딜디지털플러스,FnGuide K-뉴딜 디지털 플러스 지수,국내,주식,0.0900,0.1500,0.2138,비과세,KR7368680005,K55105DB2905
445290,KODEX K-로봇액티브,iSelect K-로봇테마 지수,국내,주식,0.5000,0.5700,0.5997,배당소득세(보유기간과세),KR7445290000,K55105DW7453
401470,KODEX K-메타버스액티브,FnGuide K-메타버스 지수,국내,주식,0.5000,0.5600,0.6510,배당소득세(보유기간과세),KR7401470000,K55105DM5970
385520,KODEX K-미래차액티브,FnGuide K-미래차 지수,국내,주식,0.5000,0.5600,0.5995,배당소득세(보유기간과세),KR7385520002,K55105DH2784
385510,KODEX K-신재생에너지액티브,FnGuide K-신재생에너지 플러스 지수,국내,주식,0.5000,0.5600,0.6573,배당소득세(보유기간과세),KR7385510003,K55105DH2776
373490,KODEX K-이노베이션액티브,FnGuide K-이노베이션 지수,국내,주식,0.5000,0.5600,0.6670,배당소득세(보유기간과세),KR7373490002,K55105DC4892
445150,KODEX K-친환경조선해운액티브,FnGuide K-친환경 선박 지수,국내,주식,0.5000,0.5600,0.5907,배당소득세(보유기간과세),KR7445150006,K55105DW7461
423160,KODEX KOFR금리액티브(합성),KOFR 지수,국내,기타,0.0500,0.0600,0.0626,배당소득세(보유기간과세),KR7423160001,K55105DR9373
306950,KODEX KRX300레버리지,KRX 300,국내,주식,0.6400,0.6700,0.7940,배당소득세(보유기간과세),KR7306950007,K55105CE6045
292190,KODEX KRX300,KRX 300,국내,주식,0.0500,0.0800,0.0971,비과세,KR7292190006,K55105C52102
229720,KODEX KTOP30,KTOP 30,국내,주식,0.2500,0.2900,0.2968,비과세,KR7229720008,K55105B76798
289040,KODEX MSCI KOREA ESG유니버설,MSCI Korea ESG Universal Capped Index,국내,주식,0.3000,0.3500,0.3943,비과세,KR7289040008,K55105BZ5845
156080,KODEX MSCI Korea,MSCI Korea Index,국내,주식,0.0900,0.1300,0.1418,비과세,KR7156080004,KR5105AA2075
278540,KODEX MSCI Korea TR,MSCI Korea TR Index,국내,주식,0.0900,0.1200,0.1332,배당소득세(보유기간과세),KR7278540000,K55105BW1235
275280,KODEX MSCI모멘텀,MSCI Korea IMI Momentum Capped,국내,주식,0.3000,0.3500,0.4710,비과세,KR7275280006,K55105BQ9400
275290,KODEX MSCI밸류,MSCI Korea IMI Enhanced Value Capped,국내,주식,0.3000,0.3500,0.4106,비과세,KR7275290005,K55105BQ9434
275300,KODEX MSCI퀄리티,MSCI Korea IMI Quality Capped,국내,주식,0.3000,0.3500,0.4414,비과세,KR7275300002,K55105BQ9418
269420,KODEX S&P글로벌인프라(합성),S&P Global Infrastructure Index,해외,주식,0.2600,0.3300,0.3433,배당소득세(보유기간과세),KR7269420006,K55105BN5708
291890,KODEX MSCI EM선물(H),iEdge Emerging Markets Futures Index(ER),해외,주식,0.4500,0.6800,0.8067,배당소득세(보유기간과세),KR7291890002,K55105C52086
433970,KODEX TDF2030액티브,Samsung Korea Target Date 2030 Index (Price Return),국내&해외,혼합자산,0.2000,0.2600,0.3271,배당소득세(보유기간과세),KR7433970001,K55105DT5353
433980,KODEX TDF2040액티브,Samsung Korea Target Date 2040 Index (Price Return),국내&해외,혼합자산,0.2500,0.3200,0.4041,배당소득세(보유기간과세),KR7433980000,K55105DT5361
434060,KODEX TDF2050액티브,Samsung Korea Target Date 2050 Index (Price Return),국내&해외,혼합자산,0.3000,0.3700,0.4609,배당소득세(보유기간과세),KR7434060000,K55105DT5379
329650,KODEX TRF3070,FnGuide TRF 3070 지수,국내&해외,혼합자산,0.2400,0.3000,0.3034,배당소득세(보유기간과세),KR7329650006,K55105CS1271
329660,KODEX TRF5050,FnGuide TRF 5050 지수,국내&해외,혼합자산,0.1700,0.2300,0.2582,배당소득세(보유기간과세),KR7329660005,K55105CS1263
329670,KODEX TRF7030,FnGuide TRF 7030 지수,국내&해외,혼합자산,0.1000,0.1600,0.2299,배당소득세(보유기간과세),KR7329670004,K55105CS1255
395170,KODEX Top10동일가중,FnGuide TOP10 동일가중 지수,국내,주식,0.1500,0.2100,0.2949,비과세,KR7395170004,K55105DK2011
315930,KODEX Top5PlusTR,FnGuide TOP 5 Plus Total Return 지수,국내,주식,0.1500,0.1900,0.2151,배당소득세(보유기간과세),KR7315930008,K55105CG9781
271050,KODEX WTI원유선물인버스(H),S&P GSCI Crude Oil Index ER,해외,원자재,0.3500,0.4000,0.6571,배당소득세(보유기간과세),KR7271050007,K55105BP4345
261220,KODEX WTI원유선물(H),S&P GSCI Crude Oil Index ER,해외,원자재,0.3500,0.4000,0.6405,배당소득세(보유기간과세),KR7261220008,K55105BJ8567
468380,KODEX iShares미국하이일드액티브,ICE BofAML US HY Constrained Index(Total Return),해외,채권,0.1500,0.1700,0.2738,배당소득세(보유기간과세),KR7468380001,K55105E57081
300950,KODEX 게임산업,FnGuide 게임 산업 지수,국내,주식,0.4500,0.5100,0.5594,비과세,KR7300950003,K55105CB0603
266390,KODEX 경기소비재,KRX 경기소비재,국내,주식,0.4500,0.4700,0.4872,비과세,KR7266390004,K55105BM5592
279530,KODEX 고배당,FnGuide 고배당 Plus 지수,국내,주식,0.3000,0.3600,0.5073,비과세,KR7279530000,K55105BW6366
280940,KODEX 골드선물인버스(H),S&P GSCI GOLD Index Excess Return,해외,원자재,0.4500,0.5200,0.6348,배당소득세(보유기간과세),KR7280940008,K55105BY2041
132030,KODEX 골드선물(H),S&P GSCI Gold Index(TR),해외,원자재,0.6800,0.7300,0.7995,배당소득세(보유기간과세),KR7132030008,KR5105705846
138910,KODEX 구리선물(H),S&P GSCI North American Copper Index(TR),해외,원자재,0.6800,0.7300,0.8607,배당소득세(보유기간과세),KR7138910005,KR5105A08898
471230,KODEX 국고채10년액티브,KAP 국고채 10년 지수(TR),국내,채권,0.0150,0.0300,0.0379,배당소득세(보유기간과세),KR7471230003,K55105E67924
439870,KODEX 국고채30년액티브,KAP 국고채 30년 총수익 지수,국내,채권,0.0500,0.0700,0.0868,배당소득세(보유기간과세),KR7439870007,K55105DV4568
292770,KODEX 국채선물3년인버스,국채선물지수,국내,채권,0.0700,0.0900,0.1206,배당소득세(보유기간과세),KR7292770005,K55105C60402
276990,KODEX 글로벌로봇(합성),ROBO Global Robotics & Automation UCITS Price Return Index,국내&해외,주식,0.3000,0.5200,0.5210,배당소득세(보유기간과세),KR7276990009,K55105BT6494
476070,KODEX 글로벌비만치료제TOP2 Plus,iSelect 글로벌 비만치료제TOP2 Plus 지수(PR),해외,주식,0.4500,0.5400,0.7639,배당소득세(보유기간과세),KR7476070008,K55105E79341
498410,KODEX 금융고배당TOP10타겟위클리커버드콜,코스피 200 금융 고배당 TOP 10 타겟 분배 위클리 커버드콜 지수,국내,주식,0.3900,0.4000,0.4140,배당소득세(보유기간과세),KR7498410000,K55105EF7263
102960,KODEX 기계장비,KRX 기계장비,국내,주식,0.4500,0.4800,0.5180,비과세,KR7102960002,KR5105837854
404260,KODEX 기후변화솔루션,KRX 기후변화 솔루션지수,국내,주식,0.0900,0.1400,0.2332,비과세,KR7404260002,K55105DN4469
273140,KODEX 단기변동금리부채권액티브,KAP 단기변동금리부은행채권지수,국내,채권,0.1500,0.1700,0.1702,배당소득세(보유기간과세),KR7273140004,K55105BR3113
487950,KODEX 대만테크고배당다우존스,Dow Jones Taiwan Technology Dividend 30 Index(TWD)(PR),해외,주식,0.4500,0.5600,0.7512,배당소득세(보유기간과세),KR7487950008,K55105EB3910
488770,KODEX 머니마켓액티브,KAP MMF 지수(TR),국내,채권,0.0500,0.0600,0.0623,배당소득세(보유기간과세),KR7488770009,K55105EC8033
337120,KODEX 멀티팩터,FnGuide 멀티팩터 지수,국내,주식,0.3000,0.3600,0.4066,비과세,KR7337120000,K55105CX0524
244620,KODEX 모멘텀Plus,FnGuide 모멘텀 Plus 지수,국내,주식,0.3000,0.3500,0.5214,비과세,KR7244620001,K55105BD0552
308620,KODEX 미국10년국채선물,S&P 10-Year U.S. Treasury Note Futures KRW(ER),해외,채권,0.0900,0.1500,0.1886,배당소득세(보유기간과세),KR7308620004,K55105CF2639
484790,KODEX 미국30년국채액티브(H),KEDI-KAP 미국 국채 20+ 지수(TR),해외,채권,0.0150,0.0500,0.1189,배당소득세(보유기간과세),KR7484790001,K55105EB5592
304670,KODEX 미국30년국채울트라선물인버스(H),S&P Ultra T-Bond Futures Index(ER),해외,채권,0.3000,0.3600,0.4674,배당소득세(보유기간과세),KR7304670003,K55105CD0213
304660,KODEX 미국30년국채울트라선물(H),S&P Ultra T-Bond Futures Index(ER),해외,채권,0.3000,0.3500,0.4212,배당소득세(보유기간과세),KR7304660004,K55105CD0072
481060,KODEX 미국30년국채타겟커버드콜(합성 H),Bloomberg U.S.Treasury 20+ Year(TLT)+ 12% Premium Covered Call index(TR),해외,채권,0.2500,0.3100,0.3100,배당소득세(보유기간과세),KR7481060002,K55105EA0792
487230,KODEX 미국AI전력핵심인프라,iSelect 미국AI전력핵심인프라 지수(Price Return),해외,주식,0.4500,0.5100,0.8681,배당소득세(보유기간과세),KR7487230005,K55105EC0527
485540,KODEX 미국AI테크TOP10,KEDI 미국AI테크 TOP10 지수(PR),해외,주식,0.3000,0.3600,0.5582,배당소득세(보유기간과세),KR7485540009,K55105EB3902
483280,KODEX 미국AI테크TOP10타겟커버드콜,KEDI 미국 AI 테크 TOP10+15%프리미엄 지수(Total Return),해외,주식,0.3900,0.4600,0.6045,배당소득세(보유기간과세),KR7483280004,K55105EA9041
428560,KODEX 미국ETF산업Top10 Indxx,Indxx US ETF Industry Top10 Index(Price Return),해외,주식,0.5000,0.5700,0.6057,배당소득세(보유기간과세),KR7428560007,K55105DS5107
379800,KODEX 미국S&P500,S&P 500,해외,주식,0.0090,0.0900,0.2159,배당소득세(보유기간과세),KR7379800006,K55105DF7322
453660,KODEX 미국S&P500경기소비재,S&P Consumer Discretionary Select Sector Index(Price Return),해외,주식,0.2500,0.3500,0.3850,배당소득세(보유기간과세),KR7453660003,K55105DZ6528
453650,KODEX 미국S&P500금융,S&P Financial Select Sector Index(Price Return),해외,주식,0.2500,0.4400,0.8026,배당소득세(보유기간과세),KR7453650004,K55105DZ6536
0005A0,KODEX 미국S&P500데일리커버드콜OTM,S&P 500 Covered Call 1% OTM Daily Index(TR),해외,주식,0.2500,0.2700,0.3654,배당소득세(보유기간과세),KR70005A0007,K55105EG1950
276970,KODEX 미국S&P500배당귀족커버드콜(합성 H),S&P500 Dividend Aristocrats Covered Call(7.2% Premium) Index,해외,주식,0.3000,0.3700,0.3700,배당소득세(보유기간과세),KR7276970001,K55105BT6551
200030,KODEX 미국S&P500산업재(합성),S&P Select Sector Industrial Index,해외,주식,0.2500,0.3300,0.3586,배당소득세(보유기간과세),KR7200030005,KR5105AS6399
218420,KODEX 미국S&P500에너지(합성),S&P Select Sector Energy Index,해외,주식,0.2500,0.3400,0.3581,배당소득세(보유기간과세),KR7218420008,K55105B19418
463640,KODEX 미국S&P500유틸리티,S&P Utilities Select Sector Index(Price Return),해외,주식,0.2500,0.3600,0.5487,배당소득세(보유기간과세),KR7463640003,K55105E38388
449180,KODEX 미국S&P500(H),S&P 500,해외,주식,0.0090,0.1600,0.2766,배당소득세(보유기간과세),KR7449180009,K55105DY7584
463690,KODEX 미국S&P500커뮤니케이션,S&P Communication Services Select Sector Index(Price Return),해외,주식,0.2500,0.3500,0.4120,배당소득세(보유기간과세),KR7463690008,K55105E38404
463680,KODEX 미국S&P500테크놀로지,S&P Technology Select Sector Index(Price Return),해외,주식,0.2500,0.3600,0.4475,배당소득세(보유기간과세),KR7463680009,K55105E38396
453630,KODEX 미국S&P500필수소비재,S&P Consumer Staples Select Sector Index(Price Return),해외,주식,0.2500,0.3400,0.3762,배당소득세(보유기간과세),KR7453630006,K55105DZ2634
453640,KODEX 미국S&P500헬스케어,S&P Health Care Select Sector Index(Price Return),해외,주식,0.2500,0.3700,0.4633,배당소득세(보유기간과세),KR7453640005,K55105DZ2626
379810,KODEX 미국나스닥100,NASDAQ 100,해외,주식,0.0090,0.1000,0.1820,배당소득세(보유기간과세),KR7379810005,K55105DF7272
494300,KODEX 미국나스닥100데일리커버드콜OTM,NASDAQ-100 Daily Covered Call 101 Index(TR),해외,주식,0.2500,0.2900,0.4123,배당소득세(보유기간과세),KR7494300007,K55105EE2919
409820,KODEX 미국나스닥100레버리지(합성 H),NASDAQ 100,해외,주식,0.3000,0.3900,0.4655,배당소득세(보유기간과세),KR7409820008,K55105DO3122
409810,KODEX 미국나스닥100선물인버스(H),NASDAQ 100,해외,주식,0.3000,0.4000,0.4766,배당소득세(보유기간과세),KR7409810009,K55105DO3262
304940,KODEX 미국나스닥100선물(H),NASDAQ 100,해외,주식,0.0500,0.1300,0.1953,배당소득세(보유기간과세),KR7304940000,K55105CC4992
449190,KODEX 미국나스닥100(H),NASDAQ 100,해외,주식,0.0090,0.1300,0.2482,배당소득세(보유기간과세),KR7449190008,K55105DY7576
455030,KODEX 미국달러SOFR금리액티브(합성),Bloomberg SOFR Daily Total Return Index,해외,기타,0.1500,0.1800,0.1831,배당소득세(보유기간과세),KR7455030007,K55105E10130
261250,KODEX 미국달러선물레버리지,미국달러선물지수,국내,통화,0.4500,0.4800,0.6647,배당소득세(보유기간과세),KR7261250005,K55105BJ8591
261260,KODEX 미국달러선물인버스2X,미국달러선물지수,국내,통화,0.4500,0.4800,0.7165,배당소득세(보유기간과세),KR7261260004,K55105BJ8617
261270,KODEX 미국달러선물인버스,미국달러선물지수,국내,통화,0.4500,0.4800,0.6026,배당소득세(보유기간과세),KR7261270003,K55105BJ8609
261240,KODEX 미국달러선물,미국달러선물지수,국내,통화,0.2500,0.2800,0.3973,배당소득세(보유기간과세),KR7261240006,K55105BJ8583
280930,KODEX 미국러셀2000(H),FTSE Russell 2000 Index,해외,주식,0.4500,0.5400,0.7058,배당소득세(보유기간과세),KR7280930009,K55105BX6175
411420,KODEX 미국메타버스나스닥액티브,Nasdaq CB Insights Metaverse US Index (Price Return),해외,주식,0.5000,0.6000,1.0961,배당소득세(보유기간과세),KR7411420003,K55105DO3916
390390,KODEX 미국반도체,MVIS US Listed Semiconductor 25 Index,해외,주식,0.0900,0.1700,0.3041,배당소득세(보유기간과세),KR7390390003,K55105DJ0265
489250,KODEX 미국배당다우존스,Dow Jones U.S. Dividend 100 Price Return Index,해외,주식,0.0090,0.0500,0.1485,배당소득세(보유기간과세),KR7489250001,K55105EC8025
483290,KODEX 미국배당다우존스타겟커버드콜,Dow Jones U.S. Dividend 100 10% Premium Covered Call Index(Total Return),해외,주식,0.3900,0.4900,0.6131,배당소득세(보유기간과세),KR7483290003,K55105EA8589
441640,KODEX 미국배당커버드콜액티브,S&P 500,해외,주식,0.1900,0.2800,0.4853,배당소득세(보유기간과세),KR7441640000,K55105DW2744
352560,KODEX 미국부동산리츠(H),Dow Jones U.S. Real Estate PR Index,해외,부동산,0.0900,0.2500,0.3324,배당소득세(분리과세부동산ETF),KR7352560007,K55105D15560
314250,KODEX 미국빅테크10(H),NYSE U.S. Big TECH 10 INDEX,해외,주식,0.4500,0.5700,0.7081,배당소득세(보유기간과세),KR7314250002,K55105CG9971
473460,KODEX 미국서학개미,iSelect 서학개미 지수(PR),해외,주식,0.2500,0.3900,0.8763,배당소득세(보유기간과세),KR7473460004,K55105E67171
